Company_ID,Date,Industry_Sector,Total_Assets,Total_Liabilities,Current_Assets,Current_Liabilities,Net_Income,Revenue,Operating_Income,Cash_Flow,Debt_Equity_Ratio,Return_on_Assets,Working_Capital_Ratio,Stock_Price_Close,Volatility_Index,GDP_Growth_Rate,Interest_Rate,Inflation_Rate,Financial_Risk_Label
C4236,2022-12-31,Finance,579751999.43,425174644.34,32840156.65,1423923.91,70565766.9,216075286.01,54018821.5025,70507992.48,2.75,0.1217,23.06,194.17,51.93,0.06,6.77,2.06,1
C4907,2024-09-30,Technology,148186163.8,108160650.5,29552791.81,17858941.65,5332346.49,63163341.78,18317369.1162,5293363.720000001,2.7,0.036,1.65,208.38,36.84,9.37,7.75,7.89,1
C3925,2024-09-30,Manufacturing,920382230.9,229353932.4,402771901.01,258300830.59,155100394.68,65775452.89,16443863.2225,155006333.8,0.33,0.1685,1.56,397.6,23.99,4.62,7.76,3.42,0
C2467,2021-09-30,Manufacturing,327959110.93,173475137.37,62785542.09,27919952.33,20353311.37,163073598.93,32614719.786,20420087.85,1.12,0.0621,2.25,444.12,18.43,7.7,7.75,3.31,0
C3078,2020-06-30,Technology,226851100.6,101390107.63,27025234.57,5939365.3,59155.64,8411660.97,1934682.0231000003,-37978.14,0.81,0.0003,4.55,896.3,13.93,-2.65,3.73,6.09,1
C5975,2023-06-30,Finance,738481382.47,542162993.42,338102625.78,67222766.5,49742923.32,17898920.83,2326859.7079,49785671.84,2.76,0.0674,5.03,714.42,32.24,-2.47,0.93,2.74,1
C4953,2021-03-31,Technology,1972824.62,1385135.1,775334.96,593711.94,-756714.77,146267.53,10238.7271,-749461.16,2.35,-0.3836,1.31,637.94,59.91,2.84,3.66,5.76,1
C3545,2016-03-31,Energy,370157350.96,266965309.17,131206628.34,116710322.9,13739530.56,157170155.1,25147224.816,13835743.74,2.59,0.0371,1.12,595.68,34.37,8.88,4.12,6.24,1
C1957,2019-12-31,Finance,828693648.04,638143071.3,88461197.74,25121159.43,116803577.87,218776421.86,17502113.748800002,116889301.73,3.35,0.1409,3.52,613.1,25.06,2.35,5.25,4.68,1
C2072,2023-06-30,Retail,749671419.16,572052131.42,94300650.14,53026651.81,115689931.32,55694110.84,14480468.8184,115670658.93,3.22,0.1543,1.78,641.55,12.1,-1.66,5.04,3.02,1
C3612,2015-12-31,Technology,908299851.18,14119647.47,282033685.6,272198700.86,102197579.04,279627506.76,78295701.8928,102212131.31,0.02,0.1125,1.04,248.17,33.01,0.25,2.09,2.5,0
C3268,2018-12-31,Technology,594777476.09,448076726.68,29038565.4,19913295.16,31538311.97,81442994.32,15474168.9208,31623880.56,3.05,0.053,1.46,234.57,59.67,-3.63,9.43,1.12,1
C4504,2022-12-31,Energy,957851703.21,590049361.64,115132256.79,58582881.16,65568873.31,414325048.48,70435258.2416,65640182.86,1.6,0.0685,1.97,974.37,24.38,-4.56,2.54,5.48,0
C2752,2016-09-30,Healthcare,73491038.88,50416310.66,29183708.19,3078801.96,11241703.15,23591588.02,3538738.203,11158544.07,2.18,0.153,9.48,604.34,51.98,1.31,4.53,6.79,0
C1284,2019-09-30,Finance,767933551.98,274580958.68,176741435.86,50240426.11,43092376.12,14619500.53,2631510.0954,43054128.3,0.56,0.0561,3.52,191.75,16.09,0.2,9.04,4.61,0
C3952,2021-03-31,Healthcare,50942116.16,30861608.15,7339849.87,5746071.01,-835234.0,5696922.03,398784.5421000001,-784736.99,1.54,-0.0164,1.28,198.07,56.38,1.16,7.33,6.77,1
C4013,2023-09-30,Finance,237604383.13,135349844.7,88063028.79,31651517.21,-490617.97,45388075.23,10439257.3029,-447658.26,1.32,-0.0021,2.78,422.7,27.44,5.53,9.52,6.55,1
C2540,2019-03-31,Retail,499978985.71,382625558.65,124839464.9,19299331.59,49703623.65,217157567.32,54289391.83,49690434.28,3.26,0.0994,6.47,216.48,39.06,8.97,2.19,6.79,1
C2058,2022-12-31,Manufacturing,457258145.71,57159693.68,17931081.05,1104326.17,6891500.8,22056340.64,1543943.8448,6802516.84,0.14,0.0151,16.24,698.55,57.06,7.84,3.03,2.43,0
C1623,2020-09-30,Manufacturing,379317989.1,81424471.55,42093647.36,39987374.57,25506240.55,11442845.28,3089568.2256,25495889.76,0.27,0.0672,1.05,737.26,28.37,9.03,3.23,5.64,0
C2359,2022-06-30,Energy,65104308.11,7093849.92,1505617.76,268600.83,10454352.1,29191974.45,3794956.6785,10545788.94,0.12,0.1606,5.61,421.35,18.6,5.22,4.49,1.14,0
C2252,2023-09-30,Healthcare,793689871.06,249486645.66,388389116.45,141560050.56,26121243.24,369014964.69,92253741.1725,26137890.67,0.46,0.0329,2.74,859.15,57.47,7.92,9.09,2.9,0
C4705,2020-12-31,Manufacturing,57453776.86,44218873.62,25966113.85,369548.13,9843747.52,14925049.25,2686508.865,9777223.72,3.34,0.1713,70.26,200.71,24.05,3.34,5.09,2.93,1
C3303,2021-06-30,Technology,326675984.04,49075656.77,114838346.72,57618692.52,31537372.17,89261642.48,5355698.5488,31438385.700000003,0.18,0.0965,1.99,317.55,26.18,5.78,3.59,3.52,0
C1622,2021-12-31,Energy,229444630.84,113554857.74,49414989.49,6615172.98,28973687.52,80069056.49,11209667.9086,29040078.4,0.98,0.1263,7.47,78.3,34.8,9.35,2.31,2.21,0
C4915,2016-03-31,Finance,14869483.48,8902722.92,3041487.56,2743908.5,-587891.91,261053.17,36547.44380000001,-493187.54,1.49,-0.0395,1.11,970.45,43.98,-1.2,5.06,7.83,1
C2756,2024-09-30,Energy,789231266.8,193293355.88,167601499.89,93324859.27,10861254.67,78073520.23,10930292.832200002,10814690.11,0.32,0.0138,1.8,468.5,42.54,3.1,7.85,5.38,0
C1282,2015-03-31,Healthcare,200063536.99,44348541.16,60335581.17,8493452.62,6544868.82,91181038.57,26442501.1853,6445915.760000001,0.28,0.0327,7.1,863.17,56.9,2.89,4.76,7.43,0
C2147,2018-12-31,Technology,297034619.36,53929545.34,40417969.18,38617420.77,57718723.72,84835086.96,15270315.652799996,57628396.74,0.22,0.1943,1.05,804.72,18.53,-2.86,4.53,3.43,0
C3078,2020-06-30,Technology,226851100.6,101390107.63,27025234.57,5939365.3,59155.64,8411660.97,1934682.0231000003,-37978.14,0.81,0.0003,4.55,896.3,13.93,-2.65,3.73,6.09,1
C2410,2024-03-31,Manufacturing,683150803.56,480290970.55,338318535.47,231802011.53,38848877.65,193163978.13,34769516.0634,38851273.37,2.37,0.0569,1.46,83.23,19.73,2.86,8.08,2.27,0
C4742,2020-03-31,Finance,39604938.78,17973415.23,4046477.88,454701.73,2540824.12,15720867.2,4559051.488,2539834.6100000003,0.83,0.0642,8.9,888.05,57.26,1.64,1.88,3.17,0
C2953,2017-12-31,Healthcare,1542159.55,299114.68,280662.38,148739.0,-127168.71,200822.54,32131.6064,-226187.1,0.24,-0.0825,1.89,264.86,12.05,5.64,3.87,4.36,1
C3290,2022-06-30,Energy,191957016.59,59738716.95,22553316.02,12038396.26,34378191.6,70863323.16,8503598.779199999,34357705.5,0.45,0.1791,1.87,56.69,10.31,1.38,7.42,7.03,0
C2018,2023-06-30,Energy,819326283.51,616301963.93,271211467.37,84277340.95,70963247.15,79779993.56,21540598.261200003,70996363.46000001,3.04,0.0866,3.22,88.99,28.35,3.07,8.07,7.44,1
C4017,2016-06-30,Finance,295154220.13,183611270.4,36321979.44,4545142.66,40823061.72,136011719.72,38083281.5216,40735562.22,1.65,0.1383,7.99,394.68,24.37,1.82,0.98,3.87,0
C4467,2019-09-30,Manufacturing,745869432.87,504644016.2,239057318.62,206629935.24,41281392.41,260629015.97,39094352.3955,41367119.86,2.09,0.0553,1.16,222.68,49.37,8.97,6.98,6.52,0
C1223,2023-06-30,Retail,727068543.15,112053153.59,342040238.37,509960.51,-737352.83,227488598.45,31848403.783,-757729.7799999999,0.18,-0.001,670.72,225.33,30.39,7.42,7.14,1.66,1
C3061,2023-09-30,Manufacturing,63925844.09,2905687.81,24358099.77,7010127.8,5715169.64,31292850.34,1564642.517,5718700.56,0.05,0.0894,3.47,520.63,59.93,7.51,1.13,2.1,0
C2072,2023-06-30,Retail,749671419.16,572052131.42,94300650.14,53026651.81,115689931.32,55694110.84,14480468.8184,115670658.93,3.22,0.1543,1.78,641.55,12.1,-1.66,5.04,3.02,1
C1818,2022-09-30,Finance,884020419.36,687563363.05,343482545.81,304734016.28,86382090.81,152753048.88,45825914.664,86301642.79,3.5,0.0977,1.13,958.41,31.54,-4.66,8.13,4.11,1
C4515,2018-06-30,Finance,961196035.76,746357715.07,208602250.8,162133646.68,141511019.15,83349769.16,20837442.29,141579710.0,3.47,0.1472,1.29,42.52,36.21,-1.26,9.37,1.59,1
C2576,2021-12-31,Energy,78407144.45,11662775.79,13991176.47,13067102.44,4519746.21,31921381.66,2553710.5328,4552146.65,0.17,0.0576,1.07,780.21,37.15,6.5,7.37,4.34,0
C4784,2017-12-31,Technology,892219856.52,504589781.02,8045811.92,1999868.39,71583376.54,277442721.28,61037398.6816,71605569.30000001,1.3,0.0802,4.02,75.46,47.89,5.05,2.53,4.47,0
C2121,2016-06-30,Healthcare,121586691.86,95009982.51,55472816.05,32145356.82,18683646.02,1312075.87,131207.58700000003,18737218.63,3.57,0.1537,1.73,110.66,12.14,4.24,0.83,2.28,1
C2148,2016-09-30,Technology,97539961.01,11628810.75,48397028.3,35589896.91,11275206.3,14877008.52,2380321.3632,11300803.02,0.14,0.1156,1.36,785.36,57.32,-3.16,2.32,4.97,0
C4892,2016-03-31,Finance,631130977.87,41923587.49,90336163.6,80503726.39,9370147.65,86581546.07,15584678.292599998,9466662.72,0.07,0.0148,1.12,212.26,49.62,0.14,0.59,6.48,0
C2134,2017-12-31,Manufacturing,147304051.4,26716628.99,64141862.13,19007506.91,7342242.92,9366701.89,468335.09450000006,7274318.689999999,0.22,0.0498,3.37,724.36,58.49,6.16,8.61,6.51,0
C3522,2024-03-31,Technology,904820671.52,136987751.54,395279791.7,30848998.48,151767825.45,245092998.05,58822319.532,151686412.39,0.18,0.1677,12.81,422.93,32.52,2.73,6.46,3.73,0
C1403,2021-09-30,Healthcare,468381538.22,360687346.18,162298309.0,68950756.73,975212.87,130424385.56,18259413.978400003,912355.6,3.35,0.0021,2.35,502.65,27.07,-4.42,7.39,6.13,1
C5444,2021-09-30,Manufacturing,241877343.52,28196336.85,10661179.08,7284424.12,-152005.2,71807983.14,10053117.6396,-150637.19,0.13,-0.0006,1.46,907.84,10.04,4.53,8.99,2.71,1
C1767,2024-09-30,Healthcare,721261435.34,524670871.92,157821512.57,20319821.29,133224059.69,216932558.42,43386511.684,133240912.78,2.67,0.1847,7.77,475.03,22.75,4.2,7.33,7.42,1
C2187,2016-03-31,Energy,535594251.6,252115088.87,118707684.34,1527334.83,52159146.64,72903920.45,5832313.636,52174660.76,0.89,0.0974,77.72,672.88,35.94,4.21,6.26,1.87,0
C5214,2017-12-31,Retail,826372366.25,22294249.1,285428025.11,12875294.59,78134830.69,174574978.66,48880994.0248,78098778.11,0.03,0.0946,22.17,537.44,41.02,-0.65,2.86,3.0,0
C5341,2023-06-30,Manufacturing,591426197.09,46889652.08,50823080.54,23068791.74,114310561.76,96583318.02,25111662.6852,114405853.55,0.09,0.1933,2.2,823.39,32.09,7.17,0.93,7.05,0
C3624,2023-03-31,Technology,10134055.26,7819086.69,3037637.31,1837052.37,-701404.8,3127058.9,562870.602,-693119.54,3.38,-0.0692,1.65,195.47,37.16,-3.92,0.7,2.49,1
C5455,2022-12-31,Retail,105821644.49,84286694.32,4139998.26,3426109.66,8788505.08,46976336.04,4697633.604,8798664.76,3.91,0.0831,1.21,596.24,33.25,-0.79,8.2,2.45,1
C3694,2024-06-30,Manufacturing,615409545.32,442809554.59,11969117.31,4699685.83,15740853.19,279607448.42,39145042.7788,15683521.38,2.57,0.0256,2.55,678.09,37.16,7.25,7.65,7.82,1
C1843,2024-06-30,Finance,242564536.37,28478271.59,96881173.05,23324741.67,24558939.42,91737686.1,20182290.942,24499857.33,0.13,0.1012,4.15,81.69,55.59,4.33,7.21,3.7,0
C5897,2015-03-31,Manufacturing,598771229.96,176485830.99,158765840.35,54163207.78,26261665.37,113851796.23,17077769.4345,26190523.46,0.42,0.0439,2.93,491.1,41.85,-3.44,5.55,1.62,0
C3076,2020-03-31,Retail,140001148.11,66291513.77,33127490.11,23482276.25,1111033.46,52832162.43,6339859.491599999,1145320.13,0.9,0.0079,1.41,294.55,51.69,7.51,3.41,7.37,0
C2059,2020-12-31,Technology,48864140.15,6183957.92,13915050.88,13889145.61,8254229.94,12629106.76,2020657.0816,8183795.12,0.14,0.1689,1.0,421.5,39.74,3.93,5.8,6.77,0
C2373,2024-03-31,Energy,32687397.67,24935199.5,14262425.88,12916567.13,1839966.96,8172466.29,735521.9661,1819333.44,3.22,0.0563,1.1,130.52,53.16,3.72,1.79,7.15,1
C5380,2016-12-31,Technology,979771932.28,771266722.69,21250438.36,2833909.97,45168498.66,180963811.91,38002400.5011,45141525.09,3.7,0.0461,7.5,937.64,33.81,3.36,6.45,3.98,1
C2506,2024-09-30,Technology,415210467.33,308982670.21,192695606.52,144106482.65,48745046.69,143454135.25,15779954.8775,48742725.78,2.91,0.1174,1.34,538.38,13.19,7.99,4.84,7.29,1
C2996,2021-12-31,Finance,108732048.81,49571415.3,41298648.48,18922849.45,8422922.11,7269214.71,2035380.1188000003,8469962.08,0.84,0.0775,2.18,419.83,14.85,7.69,2.11,5.71,0
C3789,2017-09-30,Healthcare,813565683.75,254873168.41,88557456.11,75578811.94,95873563.73,226480035.29,33972005.2935,95805087.41,0.46,0.1178,1.17,577.71,35.26,1.03,1.23,5.56,0
C5726,2022-09-30,Healthcare,340965754.4,262019426.83,101514649.22,19156816.2,2445725.4,9177039.97,1651867.1946,2366730.89,3.32,0.0072,5.3,833.49,27.12,0.76,3.77,4.75,1
C3776,2022-09-30,Energy,377452602.2,270720945.94,48059299.02,43408286.2,4795097.81,30071017.98,6615623.9556,4893933.44,2.54,0.0127,1.11,934.14,35.42,2.92,5.95,6.55,1
C4119,2015-09-30,Manufacturing,672475662.81,379392676.0,187144883.95,74889892.1,117728521.01,186630165.85,48523843.121,117813934.78,1.29,0.1751,2.5,425.74,24.54,0.58,1.29,3.45,0
C3786,2024-09-30,Healthcare,572123136.57,192121977.77,264864646.16,257530464.04,10981494.51,157029596.42,28265327.3556,11055229.0,0.51,0.0192,1.03,780.19,24.36,2.83,4.09,3.47,0
C5085,2021-03-31,Technology,315757624.23,238495613.3,60994022.77,9421366.34,21198344.37,6134231.9,1226846.38,21242469.92,3.09,0.0671,6.47,406.42,37.56,8.11,2.45,2.15,1
C3506,2024-12-31,Manufacturing,85803052.44,35042993.87,10556158.11,2600004.31,-786298.06,20745042.89,1452153.0023000003,-870945.51,0.69,-0.0092,4.06,162.85,10.53,-3.45,6.15,2.8,1
C3695,2022-03-31,Finance,91441774.89,5964200.25,41494600.3,39662153.4,6843307.61,20897186.19,2925606.0666000005,6898844.99,0.07,0.0748,1.05,771.93,21.02,0.76,2.52,1.33,0
C2733,2016-03-31,Manufacturing,12317391.45,6448103.46,1194116.72,314263.5,-942750.0,3602120.24,684402.8456,-1023462.81,1.1,-0.0765,3.8,55.18,34.54,6.72,9.56,1.53,1
C2453,2024-09-30,Retail,616481112.28,37370587.15,80020204.39,67335444.27,89506743.56,296744610.39,44511691.5585,89585634.35000001,0.06,0.1452,1.19,862.52,58.31,-0.91,5.2,1.57,0
C5644,2016-12-31,Technology,900265488.68,665750065.77,297032329.19,38840493.62,93142684.48,197381470.6,43423923.532,93134391.69,2.84,0.1035,7.65,823.06,30.6,6.31,9.54,6.09,1
C1888,2015-06-30,Finance,748053589.82,52018206.76,92657223.29,60801560.04,113312194.63,102634670.23,15395200.5345,113282447.85,0.07,0.1515,1.52,9.54,38.83,5.04,3.13,5.81,0
C2292,2023-09-30,Finance,812884616.05,621809828.15,358276485.97,260836862.45,96760533.5,26696953.07,3203634.3684,96802681.71,3.25,0.119,1.37,404.17,26.27,-3.44,1.17,2.47,1
C2957,2019-06-30,Technology,641178299.98,382831072.76,27448661.18,4603238.26,48810891.55,273078999.6,81923699.88000001,48859897.0,1.48,0.0761,5.96,10.55,55.17,-4.6,9.02,3.87,0
C2587,2023-09-30,Technology,197721527.7,31355245.88,51751314.04,28786606.66,-858933.58,49556354.76,10902398.0472,-823231.23,0.19,-0.0043,1.8,850.63,54.77,4.34,5.08,2.43,1
C1479,2024-06-30,Healthcare,607795726.05,99308582.29,76589156.71,26090495.97,56035223.94,13445020.97,3630155.6619000006,56115966.39,0.2,0.0922,2.94,663.37,25.8,0.78,7.47,3.0,0
C2773,2018-03-31,Energy,250177741.29,189437579.11,58490620.04,37310957.12,549561.09,49993325.25,9498731.7975,512011.95,3.12,0.0022,1.57,175.52,20.06,2.0,1.17,2.64,1
C2597,2019-12-31,Technology,593203211.87,122120260.29,230306720.4,118548982.34,106098538.57,168779798.42,15190181.857799998,106197128.12,0.26,0.1789,1.94,504.46,22.54,-0.06,1.65,1.52,0
C4188,2022-09-30,Healthcare,687244924.52,31104558.55,22007778.7,3913705.4,74560940.9,86902854.76,26070856.428,74539979.5,0.05,0.1085,5.62,472.79,13.27,5.58,7.99,3.34,0
C5786,2016-12-31,Finance,573779206.76,134848365.33,3624703.18,2235856.76,64182349.99,181872190.51,50924213.3428,64129909.620000005,0.31,0.1119,1.62,708.0,20.02,6.79,0.79,2.88,0
C5927,2016-12-31,Manufacturing,447150922.67,341586345.67,38823062.88,17630056.04,26837895.78,13477084.03,1078166.7224,26913370.4,3.24,0.06,2.2,400.47,48.28,1.73,9.17,5.92,1
C2622,2023-09-30,Finance,8726494.82,1732642.03,341093.79,220284.01,-926656.06,2769156.27,526139.6913000001,-950777.43,0.25,-0.1062,1.55,464.49,59.5,-2.49,7.44,5.52,1
C4403,2020-12-31,Energy,173265206.5,67894783.28,54516243.7,47607236.27,27761202.76,67402930.07,11458498.1119,27842916.55,0.64,0.1602,1.15,879.18,48.07,6.9,9.11,3.4,0
C5579,2024-12-31,Retail,400304766.45,305577199.57,152485722.64,73717069.6,56439416.06,5495405.3,659448.6359999999,56520028.39,3.23,0.141,2.07,498.91,57.63,-1.03,8.43,1.14,1
C4936,2021-06-30,Retail,258265908.24,6182120.12,22739613.48,16984432.51,44394049.71,11389111.62,2391713.4402,44367851.65,0.02,0.1719,1.34,589.72,52.44,1.42,2.28,1.79,0
C3711,2023-06-30,Manufacturing,4946207.34,2743656.9,199734.21,188529.1,783406.64,371293.27,81684.5194,817035.39,1.25,0.1584,1.06,500.59,11.25,-3.29,6.76,4.71,0
C1911,2015-09-30,Healthcare,579170702.1,270969454.12,130466082.86,54066962.03,108700918.99,174029747.08,43507436.77,108791687.2,0.88,0.1877,2.41,811.05,57.15,6.39,2.12,2.59,0
C1339,2021-09-30,Manufacturing,525586721.54,287844301.2,248266129.29,220920380.41,60236844.62,55530996.74,7774339.543600001,60209206.12,1.21,0.1146,1.12,292.73,47.34,7.54,3.54,6.92,0
C3360,2022-12-31,Manufacturing,268816859.15,155245997.68,87802928.46,58033677.99,37142426.68,57764474.96,16174052.988800002,37115655.95,1.37,0.1382,1.51,902.58,13.01,7.74,3.38,5.62,0
C5486,2017-12-31,Technology,374808005.04,278107469.81,65740991.49,44551404.99,49628394.39,92628245.38,5557694.7228,49586992.6,2.88,0.1324,1.48,708.16,30.53,-3.96,9.03,5.1,1
C3209,2021-03-31,Retail,112734073.74,78220290.81,46140372.48,14697064.27,10217257.02,21708829.74,6512648.921999999,10234055.37,2.27,0.0906,3.14,274.11,47.3,7.32,7.4,1.58,0
C1924,2018-06-30,Manufacturing,76230315.81,13151318.03,5401039.81,254368.05,-241997.5,19463542.85,4476614.8555000005,-145345.88,0.21,-0.0032,21.23,159.9,44.91,3.31,5.04,6.05,1
C5633,2024-03-31,Technology,231780033.22,601900.63,112094502.1,86624182.22,20641591.96,5166760.97,516676.097,20552183.84,0.0,0.0891,1.29,479.81,20.86,3.08,1.09,5.98,0
C2520,2024-03-31,Retail,590969797.98,442804136.86,119607428.54,47247440.21,114024539.57,215452118.04,38781381.2472,114068240.82,2.99,0.1929,2.53,399.74,47.94,-1.86,9.53,4.23,1
C4454,2019-09-30,Finance,514730269.79,79111909.77,217259910.61,62137351.16,-317652.87,14500831.86,1450083.186,-254949.1,0.18,-0.0006,3.5,974.66,45.83,-2.51,8.72,6.67,1
C1979,2017-03-31,Manufacturing,646907386.88,287116574.22,242709331.77,217120795.37,68901355.44,35779369.73,2862349.5784,68876539.13,0.8,0.1065,1.12,498.81,21.25,1.79,1.79,2.69,0
C2542,2016-09-30,Healthcare,503307074.59,132365876.65,157452429.97,97482289.75,2524235.1,236259165.43,49614424.7403,2425528.81,0.36,0.005,1.62,959.84,57.63,9.19,8.94,2.29,0
C1671,2015-12-31,Manufacturing,64922316.28,30167372.03,1023155.74,309116.96,-7761.93,6730522.25,1144188.7825,-47988.63,0.87,-0.0001,3.31,92.57,34.1,5.63,1.0,7.18,1
C1758,2015-12-31,Manufacturing,104256990.62,8025947.58,17933230.17,9439121.56,3387925.5,48625636.88,9725127.376,3464938.45,0.08,0.0325,1.9,153.07,17.17,7.7,5.9,7.57,0
C1892,2019-03-31,Energy,530912046.17,72111271.31,191387767.3,80813649.11,16285202.73,25402970.53,5588653.516600001,16281643.32,0.16,0.0307,2.37,13.95,51.23,4.29,0.86,3.13,0
C4332,2020-12-31,Energy,452285049.81,333729539.59,28571263.28,13461515.61,51389536.82,3185938.65,159296.9325,51413180.58,2.81,0.1136,2.12,656.2,59.09,-0.34,3.76,5.16,1
C1420,2016-06-30,Technology,5996676.06,931028.21,2209277.03,965121.38,-552151.82,1566316.68,266273.8356,-525364.5599999999,0.18,-0.0921,2.29,77.18,50.97,-4.13,4.81,5.97,1
C4088,2024-06-30,Healthcare,512759177.55,27259231.71,161180999.95,33866967.88,13336738.91,250498427.15,17534889.900500003,13382715.92,0.06,0.026,4.76,698.52,36.09,-3.72,3.28,2.13,0
C1580,2019-03-31,Technology,291382637.48,76725283.28,72196355.9,37600100.89,36350023.73,48385669.76,8709420.556799999,36448047.2,0.36,0.1248,1.92,214.59,17.64,7.64,4.4,6.93,0
C2246,2017-12-31,Energy,351871504.66,57408073.18,160572905.69,4461498.84,56346841.14,72380774.74,18819001.4324,56406034.16,0.19,0.1601,35.99,125.43,43.32,0.68,8.3,6.96,0
C4112,2022-06-30,Technology,650079305.21,69055107.76,238469667.32,146061208.35,26140415.83,160331126.65,32066225.33,26112803.89,0.12,0.0402,1.63,958.84,14.74,-3.11,8.64,2.75,0
C2526,2019-03-31,Technology,163337980.05,29648916.85,28039001.65,26643745.7,29765994.6,7042803.18,915564.4134,29735263.53,0.22,0.1822,1.05,215.51,31.78,6.22,1.44,5.7,0
C4310,2024-06-30,Retail,237476200.33,176718350.8,104410956.23,20668865.7,14581211.13,1272799.76,165463.9688,14641329.54,2.91,0.0614,5.05,573.32,53.44,9.42,2.6,4.88,1
C2540,2019-03-31,Retail,499978985.71,382625558.65,124839464.9,19299331.59,49703623.65,217157567.32,54289391.83,49690434.28,3.26,0.0994,6.47,216.48,39.06,8.97,2.19,6.79,1
C3119,2015-06-30,Healthcare,810396055.11,642674529.1,394997817.16,352390451.06,91243118.93,122157228.2,28096162.486,91332974.21,3.83,0.1126,1.12,990.28,40.66,5.51,3.15,2.41,1
C2098,2017-09-30,Healthcare,861462205.66,369787691.11,203343779.43,38971958.32,165232978.12,391335216.19,97833804.0475,165197608.37,0.75,0.1918,5.22,563.82,29.44,1.04,1.19,1.98,0
C5436,2021-06-30,Energy,7585715.69,1747693.73,396748.62,224708.25,86207.22,751263.53,195328.5178,139638.26,0.3,0.0114,1.77,827.9,37.31,-4.88,9.28,7.43,0
C3198,2015-12-31,Finance,150618941.96,31101606.62,7575527.36,2485288.34,3133236.78,47082903.08,10358238.6776,3188334.78,0.26,0.0208,3.05,870.42,10.15,-2.35,8.24,1.21,0
C2571,2022-12-31,Energy,722427475.94,411365838.6,121209919.95,76141525.21,104724603.55,216867787.69,49879591.1687,104742613.63,1.32,0.145,1.59,982.12,34.6,-4.81,2.05,7.75,0
C4236,2022-12-31,Finance,579751999.43,425174644.34,32840156.65,1423923.91,70565766.9,216075286.01,54018821.5025,70507992.48,2.75,0.1217,23.06,194.17,51.93,0.06,6.77,2.06,1
C1576,2024-09-30,Manufacturing,508470139.86,210031044.3,82634875.08,35102980.76,88567335.18,131723626.75,30296434.1525,88566497.48,0.7,0.1742,2.35,619.38,14.63,8.97,4.64,6.24,0
C1214,2017-09-30,Manufacturing,553993866.41,248588251.75,223054271.7,80047530.94,60411417.94,161402979.72,30666566.1468,60325999.11,0.81,0.109,2.79,414.2,26.94,9.89,4.92,4.05,0
